"No.","Time","Source","Destination","Protocol","Length","Info"
"2345","4.733354000","24.6.173.220","96.17.148.18","TCP","54","10715 > 80 [ACK] Seq=917 Ack=1253 Win=64448 Len=0"
"2346","4.743402000","107.22.17.21","24.6.173.220","TCP","60","80 > 10775 [ACK] Seq=1014 Ack=846 Win=7552 Len=0"
"2347","4.748745000","63.215.202.49","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2348","4.748756000","63.215.202.49","24.6.173.220","HTTP","255","HTTP/1.1 302 Found  (text/html)"
"2349","4.749113000","24.6.173.220","63.215.202.49","TCP","54","10785 > 80 [ACK] Seq=877 Ack=1662 Win=256960 Len=0"
"2350","4.759780000","24.6.173.220","63.215.202.48","HTTP","899","GET /ad/js/3484-161876-22543-0?mpt=1210174067&mpvc=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBdU3x1-uTUIaYCcqPlALOqoGYBO-DmqMEAAAAEAEgADgAWNfby-VqYMmu-4bIo6AZggEXY2EtcHViLTYyNjAwNDk2MTIyODY2NjmyAQ53d3cuc2ZnYXRlLmNvbboBCWdmcF9pbWFnZcgBCdoBH2h0dHA6Ly93d3cuc2ZnYXRlLmNvbS9mZWVkYmFjay_AAgLgAgDqAhA1MjE2L1AwMzc1LzIyMzIx-AKC0h6QA6wCmAPgA6gDAdAEkE7gBAGgBhY%2526num%253D0%2526sig%253DAOD64_0PVdYqgzrfgspYhME5eK3m9lPNew%2526client%253Dca-pub-6260049612286669%2526adurl%253D&no_cj_c=0&upsid=111191525160 HTTP/1.1 "
"2351","4.767957000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2352","4.768090000","24.6.173.220","207.171.163.33","TCP","54","10759 > 80 [ACK] Seq=403 Ack=11681 Win=65700 Len=0"
"2353","4.768857000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2354","4.768860000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2355","4.769104000","24.6.173.220","207.171.163.33","TCP","54","10759 > 80 [ACK] Seq=403 Ack=14601 Win=65700 Len=0"
"2356","4.769912000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2357","4.779273000","63.215.202.48","24.6.173.220","HTTP","1252","HTTP/1.1 302 Moved Temporarily "
"2358","4.781754000","24.6.173.220","75.75.75.75","DNS","77","Standard query 0x78d3  A img.mediaplex.com"
"2359","4.789377000","24.6.173.220","184.86.112.74","TCP","54","10732 > 80 [ACK] Seq=2597 Ack=5941 Win=64756 Len=0"
"2360","4.794116000","75.75.75.75","24.6.173.220","DNS","126","Standard query response 0x78d3  CNAME img.mplx.akadns.net A 63.215.202.49"
"2361","4.794896000","24.6.173.220","75.75.75.75","DNS","77","Standard query 0xba32  AAAA img.mediaplex.com"
"2362","4.804262000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2363","4.804471000","24.6.173.220","207.171.163.33","TCP","54","10758 > 80 [ACK] Seq=402 Ack=14601 Win=65700 Len=0"
"2364","4.805283000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2365","4.805287000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2366","4.805363000","24.6.173.220","207.171.163.33","TCP","54","10758 > 80 [ACK] Seq=402 Ack=17521 Win=65700 Len=0"
"2367","4.806130000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2368","4.806132000","75.75.75.75","24.6.173.220","DNS","173","Standard query response 0xba32  CNAME img.mplx.akadns.net"
"2369","4.807064000","24.6.173.220","63.215.202.49","TCP","66","10786 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2370","4.825971000","63.215.202.49","24.6.173.220","TCP","60","80 > 10786 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"2371","4.826204000","24.6.173.220","63.215.202.49","TCP","54","10786 > 80 [ACK] Seq=1 Ack=1 Win=256960 Len=0"
"2372","4.826880000","24.6.173.220","63.215.202.49","HTTP","1141","GET /content/0/3484/161876/PP_SFB_MULTI_300x250b.js?mpck=altfarm.mediaplex.com%2Fad%2Fck%2F3484-161876-22543-0%3Fmpt%3D1210174067&mpjs=amch.questionmarket.com%2Fadscgen%2Fsta.php%3Fsurvey_num%3D991811%26site%3D3484161876225430%26code%3D10930492%26ut_sys%3Dmplx&mpt=1210174067&mpvc=http://adclick.g.doubleclick.net/aclk%253Fsa%253DL%2526ai%253DBdU3x1-uTUIaYCcqPlALOqoGYBO-DmqMEAAAAEAEgADgAWNfby-VqYMmu-4bIo6AZggEXY2EtcHViLTYyNjAwNDk2MTIyODY2NjmyAQ53d3cuc2ZnYXRlLmNvbboBCWdmcF9pbWFnZcgBCdoBH2h0dHA6Ly93d3cuc2ZnYXRlLmNvbS9mZWVkYmFjay_AAgLgAgDqAhA1MjE2L1AwMzc1LzIyMzIx-AKC0h6QA6wCmAPgA6gDAdAEkE7gBAGgBhY%2526num%253D0%2526sig%253DAOD64_0PVdYqgzrfgspYhME5eK3m9lPNew%2526client%253Dca-pub-6260049612286669%2526adurl%253D HTTP/1.1 "
"2373","4.845512000","63.215.202.49","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2374","4.846516000","63.215.202.49","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2375","4.846518000","63.215.202.49","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2376","4.846522000","63.215.202.49","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2377","4.847020000","24.6.173.220","63.215.202.49","TCP","54","10786 > 80 [ACK] Seq=1088 Ack=5841 Win=256960 Len=0"
"2378","4.866259000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2379","4.866370000","24.6.173.220","207.171.163.33","TCP","54","10759 > 80 [ACK] Seq=403 Ack=17521 Win=65700 Len=0"
"2380","4.867144000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2381","4.867151000","207.171.163.33","24.6.173.220","HTTP","942","HTTP/1.1 200 OK  (JPEG JFIF image)"
"2382","4.867312000","24.6.173.220","207.171.163.33","TCP","54","10759 > 80 [ACK] Seq=403 Ack=19869 Win=65700 Len=0"
"2383","4.873382000","24.6.173.220","63.215.202.48","TCP","54","10782 > 80 [ACK] Seq=757 Ack=657 Win=254336 Len=0"
"2384","4.881798000","63.215.202.49","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2385","4.882772000","63.215.202.49","24.6.173.220","HTTP","369","HTTP/1.1 200 OK  (application/x-javascript)"
"2386","4.882882000","24.6.173.220","63.215.202.49","TCP","54","10786 > 80 [ACK] Seq=1088 Ack=7616 Win=256960 Len=0"
"2387","4.885535000","24.6.173.220","75.75.75.75","DNS","81","Standard query 0x8b13  A img-cdn.mediaplex.com"
"2388","4.886522000","24.6.173.220","75.75.75.75","DNS","83","Standard query 0x10e0  A amch.questionmarket.com"
"2389","4.900045000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2390","4.900117000","24.6.173.220","207.171.163.33","TCP","54","10758 > 80 [ACK] Seq=402 Ack=20441 Win=65700 Len=0"
"2391","4.900901000","207.171.163.33","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2392","4.900908000","207.171.163.33","24.6.173.220","HTTP","762","HTTP/1.1 200 OK  (JPEG JFIF image)"
"2393","4.901095000","24.6.173.220","207.171.163.33","TCP","54","10758 > 80 [ACK] Seq=402 Ack=22609 Win=65700 Len=0"
"2394","4.902595000","75.75.75.75","24.6.173.220","DNS","187","Standard query response 0x8b13  CNAME img.mediaplex.com.edgesuite.net CNAME a1470.g.akamai.net A 23.62.228.24 A 23.62.228.25"
"2395","4.902597000","75.75.75.75","24.6.173.220","DNS","99","Standard query response 0x10e0  A 12.129.199.106"
"2396","4.903246000","24.6.173.220","75.75.75.75","DNS","81","Standard query 0x24ba  AAAA img-cdn.mediaplex.com"
"2397","4.903279000","24.6.173.220","75.75.75.75","DNS","83","Standard query 0xc92d  AAAA amch.questionmarket.com"
"2398","4.916663000","75.75.75.75","24.6.173.220","DNS","150","Standard query response 0xc92d "
"2399","4.917473000","24.6.173.220","12.129.199.106","TCP","66","10787 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2400","4.917488000","75.75.75.75","24.6.173.220","DNS","213","Standard query response 0x24ba  CNAME img.mediaplex.com.edgesuite.net CNAME a1470.g.akamai.net"
"2401","4.917855000","24.6.173.220","12.129.199.106","TCP","66","10788 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2402","4.918324000","24.6.173.220","23.62.228.24","TCP","66","10789 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2403","4.918603000","24.6.173.220","23.62.228.24","TCP","66","10790 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2404","4.933354000","23.62.228.24","24.6.173.220","TCP","66","80 > 10789 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=2"
"2405","4.933442000","24.6.173.220","23.62.228.24","TCP","54","10789 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2406","4.934045000","24.6.173.220","23.62.228.24","HTTP","394","GET /0/documentwrite.js HTTP/1.1 "
"2407","4.934273000","23.62.228.24","24.6.173.220","TCP","66","80 > 10790 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=2"
"2408","4.934331000","24.6.173.220","23.62.228.24","TCP","54","10790 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2409","4.935498000","24.6.173.220","67.192.92.227","HTTP","921","GET /adserver/e?type=playererror&errorId=1108&pageUrl=http%3A%2F%2Fembed%2Enewsinc%2Ecom%2Fthumbnail%2Fiframe%2Ehtml%3Fwid%3D11112&uid=1TRP%5F38bQDGaghlh3077nQ&z=50912&cid=202591981&s=7f37f581&a=251488&t=1351871446&message=&u=97df6f8f08d8730261d4b44204353b4c&k=YXVkX3VhPWZpcmVmb3g7ZXh0ZXJuYWxfdXJsPWh0dHAlM0EvL3d3dy5zZmdhdGUuY29tL2ZlZWRiYWNrLztoZWlnaHQ9MjUwO3dpZHRoPTMwMDt3Z3Q9MTthZHR5cGU9MTtzdWI9bm9uO3NlYz1ud3M7c2l0ZXNlY3Rpb249c2ZnYXRlX253c19ub25fZnJvO2RwaWQ9NDU5ODE&l=1351846239 HTTP/1.1 "
"2410","4.936081000","24.6.173.220","184.86.112.74","HTTP","660","GET /pfadx/cm.newsinc/video_ron;sz=1x1;ord=1351871440;dcmt=text/xml;cmu=http%3A//www.sfgate.com/feedback/ HTTP/1.1 "
"2411","4.945864000","12.129.199.106","24.6.173.220","TCP","66","80 > 10788 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"2412","4.946057000","24.6.173.220","12.129.199.106","TCP","54","10788 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2413","4.946561000","24.6.173.220","12.129.199.106","HTTP","414","GET /adscgen/sta.php?survey_num=991811&site=3484161876225430&code=10930492&ut_sys=mplx HTTP/1.1 "
"2414","4.946863000","12.129.199.106","24.6.173.220","TCP","66","80 > 10787 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"2415","4.947041000","24.6.173.220","12.129.199.106","TCP","54","10787 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2416","4.953028000","23.62.228.24","24.6.173.220","TCP","60","80 > 10789 [ACK] Seq=1 Ack=341 Win=15672 Len=0"
"2417","4.953882000","23.62.228.24","24.6.173.220","HTTP","420","HTTP/1.1 200 OK  (application/x-javascript)"
"2418","4.953883000","184.86.112.74","24.6.173.220","TCP","60","80 > 10732 [ACK] Seq=5941 Ack=3203 Win=21394 Len=0"
"2419","4.977012000","12.129.199.106","24.6.173.220","HTTP","697","HTTP/1.1 200 OK  (text/html)"
"2420","4.980777000","184.86.112.74","24.6.173.220","HTTP","613","HTTP/1.1 307 Temporary Redirect "
"2421","4.987545000","24.6.173.220","63.215.202.48","TCP","54","10783 > 80 [ACK] Seq=846 Ack=1199 Win=252168 Len=0"
"2422","4.993530000","67.192.92.227","24.6.173.220","HTTP","168","HTTP/1.1 204 No Content "
"2423","4.996776000","24.6.173.220","23.62.228.24","HTTP","475","GET /0/3484/161876/PP_SFB_MULTI_300x250b.swf HTTP/1.1 "
"2424","5.012121000","24.6.173.220","12.129.199.106","HTTP","416","GET /adsc/d991811/8/400010930492/decide.php?ord=1351871441 HTTP/1.1 "
"2425","5.013675000","24.6.173.220","184.84.222.123","HTTP","578","GET /match?admeld_adprovider_id=300&Expiration=1352303447&external_user_id=c6089034-d320-4496-bd59-622e2b2c9430 HTTP/1.1 "
"2426","5.014099000","24.6.173.220","204.11.109.63","HTTP","738","GET /j.ad?site=admeldae&adSpace=audienceselect&size=1x1&admeld_user_id=0b0bb5e4-6c98-4ec2-83d6-07acbeef3a51&admeld_dataprovider_id=10&admeld_callback=http://tag.admeld.com/pixel HTTP/1.1 "
"2427","5.014460000","23.62.228.24","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2428","5.015537000","23.62.228.24","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2429","5.015540000","23.62.228.24","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2430","5.015543000","23.62.228.24","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2431","5.015839000","24.6.173.220","23.62.228.24","TCP","54","10789 > 80 [ACK] Seq=762 Ack=6207 Win=65700 Len=0"
"2432","5.016594000","23.62.228.24","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2433","5.032382000","23.62.228.24","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2434","5.032649000","24.6.173.220","23.62.228.24","TCP","54","10789 > 80 [ACK] Seq=762 Ack=9127 Win=65700 Len=0"
"2435","5.033487000","23.62.228.24","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2436","5.033490000","23.62.228.24","24.6.173.220","HTTP","1388","HTTP/1.1 200 OK  (application/x-shockwave-flash)"
"2437","5.033493000","184.84.222.123","24.6.173.220","TCP","60","80 > 10769 [ACK] Seq=3070 Ack=1537 Win=17992 Len=0"
"2438","5.033495000","204.11.109.63","24.6.173.220","TCP","60","80 > 10772 [ACK] Seq=670 Ack=1345 Win=49640 Len=0"
"2439","5.033767000","24.6.173.220","23.62.228.24","TCP","54","10789 > 80 [ACK] Seq=762 Ack=11921 Win=65700 Len=0"
"2440","5.035344000","204.11.109.63","24.6.173.220","TCP","668","[TCP segment of a reassembled PDU]"
"2441","5.035346000","204.11.109.63","24.6.173.220","HTTP","97","HTTP/1.1 200 OK  (application/x-javascript)"
"2442","5.035597000","24.6.173.220","204.11.109.63","TCP","54","10772 > 80 [ACK] Seq=1345 Ack=1327 Win=64372 Len=0"
"2443","5.038178000","184.84.222.123","24.6.173.220","HTTP","409","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"2444","5.038962000","24.6.173.220","75.75.75.75","DNS","72","Standard query 0xe53f  A c.betrad.com"
"2445","5.041147000","12.129.199.106","24.6.173.220","HTTP","821","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"2446","5.050675000","75.75.75.75","24.6.173.220","DNS","166","Standard query response 0xe53f  CNAME wildcard.betrad.com.edgekey.net CNAME e5413.g.akamaiedge.net A 184.28.79.231"
"2447","5.051350000","24.6.173.220","75.75.75.75","DNS","72","Standard query 0xad92  AAAA c.betrad.com"
"2448","5.081671000","24.6.173.220","75.75.75.75","DNS","72","Standard query 0xad92  AAAA c.betrad.com"
"2449","5.082463000","75.75.75.75","24.6.173.220","DNS","208","Standard query response 0xad92  CNAME wildcard.betrad.com.edgekey.net CNAME e5413.g.akamaiedge.net"
"2450","5.083294000","24.6.173.220","184.28.79.231","TCP","66","10791 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2451","5.083838000","24.6.173.220","184.28.79.231","TCP","66","10792 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2452","5.096462000","75.75.75.75","24.6.173.220","DNS","208","Standard query response 0xad92  CNAME wildcard.betrad.com.edgekey.net CNAME e5413.g.akamaiedge.net"
"2453","5.103398000","184.28.79.231","24.6.173.220","TCP","66","80 > 10791 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=2"
"2454","5.103601000","24.6.173.220","184.28.79.231","TCP","54","10791 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2455","5.104180000","24.6.173.220","184.28.79.231","HTTP","377","GET /surly.js?;ad_w=300;ad_h=250;coid=715;nid=3749;cps=;r=0; HTTP/1.1 "
"2456","5.104401000","184.28.79.231","24.6.173.220","TCP","66","80 > 10792 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=2"
"2457","5.104541000","24.6.173.220","184.28.79.231","TCP","54","10792 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2458","5.123082000","184.28.79.231","24.6.173.220","TCP","60","80 > 10791 [ACK] Seq=1 Ack=324 Win=15672 Len=0"
"2459","5.124740000","184.28.79.231","24.6.173.220","HTTP","1437","HTTP/1.1 200 OK  (application/x-javascript)"
"2460","5.131200000","24.6.173.220","75.75.75.75","DNS","87","Standard query 0x93c8  A tap2-cdn.rubiconproject.com"
"2461","5.136807000","24.6.173.220","96.17.148.18","HTTP","555","GET /b?c1=8&c2=6135404&c3=15&c4=15393&c10=3326036&ns__t=1351871441191&ns_c=UTF-8&c8=&c7=http%3A%2F%2Fwww.sfgate.com%2Ffeedback%2F&c9= HTTP/1.1 "
"2462","5.144296000","75.75.75.75","24.6.173.220","DNS","185","Standard query response 0x93c8  CNAME wildcard.rubiconproject.edgekey.net CNAME e5569.g.akamaiedge.net A 23.7.192.143"
"2463","5.145038000","24.6.173.220","75.75.75.75","DNS","87","Standard query 0x400a  AAAA tap2-cdn.rubiconproject.com"
"2464","5.158356000","96.17.148.18","24.6.173.220","HTTP","302","HTTP/1.1 204 No Content "
"2465","5.159291000","75.75.75.75","24.6.173.220","DNS","227","Standard query response 0x400a  CNAME wildcard.rubiconproject.edgekey.net CNAME e5569.g.akamaiedge.net"
"2466","5.160314000","24.6.173.220","23.7.192.143","TCP","66","10793 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2467","5.160708000","24.6.173.220","23.7.192.143","TCP","66","10794 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2468","5.165588000","24.6.173.220","67.192.92.227","HTTP","921","GET /adserver/e?type=playererror&errorId=1108&pageUrl=http%3A%2F%2Fembed%2Enewsinc%2Ecom%2Fthumbnail%2Fiframe%2Ehtml%3Fwid%3D11112&uid=1TRP%5F38bQDGaghlh3077nQ&z=50912&cid=202591981&s=7f37f581&a=248359&t=1351871446&message=&u=97df6f8f08d8730261d4b44204353b4c&k=YXVkX3VhPWZpcmVmb3g7ZXh0ZXJuYWxfdXJsPWh0dHAlM0EvL3d3dy5zZmdhdGUuY29tL2ZlZWRiYWNrLztoZWlnaHQ9MjUwO3dpZHRoPTMwMDt3Z3Q9MTthZHR5cGU9MTtzdWI9bm9uO3NlYz1ud3M7c2l0ZXNlY3Rpb249c2ZnYXRlX253c19ub25fZnJvO2RwaWQ9NDU5ODE&l=1351846239 HTTP/1.1 "
"2469","5.166630000","24.6.173.220","67.192.92.227","HTTP","662","GET /adserver?u=b6988767c97155f8611ef6d61f70547f&z=9999&l=1351871441&tl=c:l,d:210,l:1,p:p&of=vast2&page_url=http%3A//embed.newsinc.com/thumbnail/iframe.html%3Fwid%3D11112&video_id=[video_id]&video_title=[video_title]&tm=63 HTTP/1.1 "
"2470","5.175725000","23.7.192.143","24.6.173.220","TCP","66","80 > 10794 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=2"
"2471","5.175835000","24.6.173.220","23.7.192.143","TCP","54","10794 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2472","5.176415000","24.6.173.220","23.7.192.143","HTTP","961","GET /partner/scripts/rubicon/emily.html?rtb_ext=1&pc=9095/15393&geo=na&co=us HTTP/1.1 "
"2473","5.176681000","23.7.192.143","24.6.173.220","TCP","66","80 > 10793 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=2"
"2474","5.176763000","24.6.173.220","23.7.192.143","TCP","54","10793 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2475","5.188403000","24.6.173.220","184.86.112.74","TCP","54","10732 > 80 [ACK] Seq=3203 Ack=6500 Win=65700 Len=0"
"2476","5.193026000","23.7.192.143","24.6.173.220","TCP","60","80 > 10794 [ACK] Seq=1 Ack=908 Win=16414 Len=0"
"2477","5.194051000","23.7.192.143","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2478","5.195418000","23.7.192.143","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2479","5.195421000","23.7.192.143","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"2480","5.195423000","23.7.192.143","24.6.173.220","HTTP","1120","HTTP/1.1 200 OK  (text/html)"
"2481","5.196720000","24.6.173.220","23.7.192.143","TCP","54","10794 > 80 [ACK] Seq=908 Ack=5447 Win=65700 Len=0"
"2482","5.205844000","24.6.173.220","75.75.75.75","DNS","87","Standard query 0xa20e  A pixel.ad.mlnadvertising.com"
"2483","5.206016000","24.6.173.220","75.75.75.75","DNS","84","Standard query 0x9562  A rubicon-rtb.p.veruta.com"
"2484","5.206275000","24.6.173.220","75.75.75.75","DNS","74","Standard query 0xf4bf  A rp.gwallet.com"
"2485","5.206660000","24.6.173.220","75.75.75.75","DNS","83","Standard query 0x9772  A rubicon.admailtiser.com"
"2486","5.219106000","75.75.75.75","24.6.173.220","DNS","100","Standard query response 0x9562  A 66.151.69.136"
"2487","5.219915000","24.6.173.220","75.75.75.75","DNS","84","Standard query 0xf002  AAAA rubicon-rtb.p.veruta.com"
"2488","5.219929000","75.75.75.75","24.6.173.220","DNS","193","Standard query response 0x9772  CNAME match.admailtiser.com CNAME match.mediapricingengine.com CNAME lalb.mediapricingengine.com A 184.173.170.82 A 184.173.170.84"
"2489","5.219931000","75.75.75.75","24.6.173.220","DNS","90","Standard query response 0xf4bf  A 72.5.64.63"
"2490","5.219933000","75.75.75.75","24.6.173.220","DNS","166","Standard query response 0xa20e  CNAME Web-LB-USWest-2103411038.us-west-1.elb.amazonaws.com A 50.18.191.55"
"2491","5.220735000","24.6.173.220","75.75.75.75","DNS","83","Standard query 0xd6d1  AAAA rubicon.admailtiser.com"
"2492","5.220736000","24.6.173.220","75.75.75.75","DNS","74","Standard query 0x02bb  AAAA rp.gwallet.com"
"2493","5.220737000","24.6.173.220","75.75.75.75","DNS","87","Standard query 0xb69b  AAAA pixel.ad.mlnadvertising.com"
"2494","5.222300000","67.192.92.227","24.6.173.220","HTTP","168","HTTP/1.1 204 No Content "
"2495","5.227523000","67.192.92.227","24.6.173.220","TCP","60","80 > 10757 [ACK] Seq=1 Ack=609 Win=7168 Len=0"
"2496","5.230257000","67.192.92.227","24.6.173.220","TCP","1434","[TCP segment of a reassembled PDU]"
"2497","5.231287000","67.192.92.227","24.6.173.220","TCP","1434","[TCP segment of a reassembled PDU]"
"2498","5.231418000","24.6.173.220","67.192.92.227","TCP","54","10757 > 80 [ACK] Seq=609 Ack=2761 Win=66240 Len=0"
"2499","5.233486000","75.75.75.75","24.6.173.220","DNS","145","Standard query response 0x02bb "
"2500","5.234355000","24.6.173.220","72.5.64.63","TCP","66","10795 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2501","5.234628000","24.6.173.220","72.5.64.63","TCP","66","10796 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2502","5.238303000","24.6.173.220","184.84.222.123","TCP","54","10769 > 80 [ACK] Seq=1537 Ack=3425 Win=65344 Len=0"
"2503","5.240189000","75.75.75.75","24.6.173.220","DNS","153","Standard query response 0xf002 "
"2504","5.240486000","24.6.173.220","75.75.75.75","DNS","84","Standard query 0xf002  AAAA rubicon-rtb.p.veruta.com"
"2505","5.241056000","75.75.75.75","24.6.173.220","DNS","230","Standard query response 0xd6d1  CNAME match.admailtiser.com CNAME match.mediapricingengine.com CNAME lalb.mediapricingengine.com"
"2506","5.241857000","75.75.75.75","24.6.173.220","DNS","205","Standard query response 0xb69b  CNAME Web-LB-USWest-2103411038.us-west-1.elb.amazonaws.com"
"2507","5.242040000","24.6.173.220","184.173.170.82","TCP","66","10797 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2508","5.242255000","24.6.173.220","75.75.75.75","DNS","87","Standard query 0xb69b  AAAA pixel.ad.mlnadvertising.com"
"2509","5.242418000","24.6.173.220","184.173.170.82","TCP","66","10798 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2510","5.243269000","24.6.173.220","12.129.199.106","TCP","54","10788 > 80 [ACK] Seq=723 Ack=1411 Win=64288 Len=0"
"2511","5.254334000","72.5.64.63","24.6.173.220","TCP","66","80 > 10796 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"2512","5.254540000","24.6.173.220","72.5.64.63","TCP","54","10796 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2513","5.255186000","24.6.173.220","72.5.64.63","HTTP","485","GET /r1/ruum HTTP/1.1 "
"2514","5.256048000","72.5.64.63","24.6.173.220","TCP","66","80 > 10795 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"2515","5.256219000","24.6.173.220","72.5.64.63","TCP","54","10795 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"2516","5.256994000","75.75.75.75","24.6.173.220","DNS","205","Standard query response 0xb69b  CNAME Web-LB-USWest-2103411038.us-west-1.elb.amazonaws.com"
"2517","5.258070000","24.6.173.220","50.18.191.55","TCP","66","10799 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2518","5.258520000","24.6.173.220","50.18.191.55","TCP","66","10800 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2519","5.262571000","75.75.75.75","24.6.173.220","DNS","153","Standard query response 0xf002 "
"2520","5.263247000","24.6.173.220","66.151.69.136","TCP","66","10801 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"2521","5.263603000","24.6.173.220","66.151.69.136","TCP","66","10802 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
